Matric No,Surname,Other Names,Grade,Course,Reason
2013697672,Eze,Joy,Second Class Lower,Maritime Management Technology,The Name specified on the senate List does not match with the Name on JAMB Record
2015116991,Nnamdi,Chidinma,Third Class,Electrical & Electronics Engineering,JAMB Number does not exists
2013611539,Onyeka,Precious,Second Class Lower,Public Health Technology,Jamb Number has already been used
2011085891,Nwosu,Grace,Third Class,Agricultural Science,Matriculation Number Already Exist
2014108546,Onyeka,Victor,Second Class Upper,Civil Engineering,Jamb Number has already been used
2022974034,Onyeka,Samuel,Second Class Lower,Polymer And Textile Engineering,JAMB Number does not exists
2019595206,Onyeka,Precious,Second Class Lower,Statistics,The Name specified on the senate List does not match with the Name on JAMB Record
2015907912,Okeke,Chiamaka,Third Class,Electrical & Electronics Engineering,Matriculation Number Already Exist
2014673485,Nwosu,Chukwuemeka,Second Class Upper,Petroleum Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2022692827,Okafor,Joy,Third Class,Geology,Matriculation Number Already Exist
2011428341,Nnamdi,Samuel,Second Class Lower,Maritime Management Technology,JAMB Number does not exists
2015036932,Agu,Chidinma,Second Class Upper,Civil Engineering,Jamb Number has already been used
2014137088,Eze,Chukwuemeka,Third Class,Petroleum Engineering,Jamb Number has already been used
2019068862,Nwosu,Daniel,Third Class,Petroleum Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2021160004,Obi,Emeka,Second Class Upper,Urban And Regional Planning,Jamb Number has already been used
2013210076,Nnamdi,Chiamaka,Second Class Lower,Maritime Management Technology,Matriculation Number Already Exist
2015391856,Ifeanyi,Samuel,Second Class Lower,Biotechnology,Matriculation Number Already Exist
2017389083,Okeke,Daniel,Second Class Lower,Computer Science,The Name specified on the senate List does not match with the Name on JAMB Record
2022925374,Ifeanyi,Daniel,Third Class,Petroleum Engineering,Matriculation Number Already Exist
2015861510,Okeke,Victor,Second Class Upper,Polymer And Textile Engineering,Jamb Number has already been used
2020455507,Obi,Chidinma,Third Class,Public Health Technology,JAMB Number does not exists
2014593793,Obi,Victor,Second Class Lower,Biotechnology,The Name specified on the senate List does not match with the Name on JAMB Record
2011538157,Umeh,Joy,Second Class Upper,Industrial Mathematics,Jamb Number has already been used
2019750222,Okafor,Chiamaka,Second Class Upper,Geology,JAMB Number does not exists
2021952184,Eze,Emeka,Second Class Upper,Microbiology,The Name specified on the senate List does not match with the Name on JAMB Record
2022144011,Onyeka,Daniel,Second Class Lower,Petroleum Engineering,The Name specified on the senate List does not match with the Name on JAMB Record
2013469390,Okafor,Precious,Third Class,Statistics,Jamb Number has already been used
2015287879,Umeh,Victor,Third Class,Microbiology,Jamb Number has already been used
2019980581,Eze,Emeka,Second Class Upper,Geology,JAMB Number does not exists
2018519212,Eze,Grace,Second Class Lower,Microbiology,The Name specified on the senate List does not match with the Name on JAMB Record
2018292783,Nwosu,Precious,Second Class Lower,Maritime Management Technology,Matriculation Number Already Exist
2020994476,Umeh,Daniel,Third Class,Urban And Regional Planning,Jamb Number has already been used
2017228905,Ifeanyi,Joy,Third Class,Maritime Management Technology,Matriculation Number Already Exist
2011909161,Umeh,Daniel,Second Class Upper,Agricultural Science,Matriculation Number Already Exist
2017430488,Eze,Chukwuemeka,Second Class Lower,Petroleum Engineering,JAMB Number does not exists
2011272315,Eze,Victor,Second Class Upper,Maritime Management Technology,Jamb Number has already been used
2020918043,Nnamdi,Joy,Second Class Upper,Mechanical & Production Engineering,Matriculation Number Already Exist
2012850011,Nnamdi,Joy,Second Class Upper,Maritime Management Technology,JAMB Number does not exists
2021828055,Okafor,Chidinma,Second Class Upper,Civil Engineering,Matriculation Number Already Exist
2022480149,Eze,Samuel,Second Class Upper,Statistics,Jamb Number has already been used
2019254087,Okeke,Precious,Second Class Lower,Polymer And Textile Engineering,Matriculation Number Already Exist
2013679145,Eze,Chukwuemeka,Second Class Lower,Urban And Regional Planning,Matriculation Number Already Exist
2019331205,Eze,Emeka,Second Class Upper,Urban And Regional Planning,Matriculation Number Already Exist
2020401082,Agu,Precious,Second Class Upper,Mechanical & Production Engineering,Jamb Number has already been used
2018276241,Okeke,Emeka,Second Class Upper,Maritime Management Technology,Jamb Number has already been used
2015202699,Nnamdi,Victor,Second Class Lower,Civil Engineering,Matriculation Number Already Exist
2016716645,Umeh,Daniel,Second Class Upper,Microbiology,The Name specified on the senate List does not match with the Name on JAMB Record
